Дата      ;Уровень;Уровень;Уровень;Темпер.;КСВО          ;
05.10.1995; 754   ; 754   ; 754   ;       ;29            ;
06.10.1995; 745   ; 745   ; 745   ;       ;29            ;
07.10.1995; 736   ; 736   ; 736   ;       ;29            ;
08.10.1995; 729   ; 729   ; 729   ;       ;29            ;
09.10.1995; 725   ; 725   ; 725   ;       ;29            ;
10.10.1995; 719   ; 719   ; 719   ;       ;29            ;
11.10.1995; 714   ; 714   ; 714   ;       ;29            ;
12.10.1995; 709   ; 709   ; 709   ;       ;29            ;
13.10.1995; 704   ; 704   ; 704   ;       ;29            ;
14.10.1995; 702   ; 702   ; 702   ;       ;29            ;
15.10.1995; 699   ; 699   ; 699   ;       ;29            ;
16.10.1995; 698   ; 698   ; 698   ;       ;29            ;
17.10.1995; 696   ; 696   ; 696   ;       ;29            ;
18.10.1995; 688   ; 688   ; 688   ;       ;29            ;
19.10.1995; 684   ; 684   ; 684   ;       ;29            ;
20.10.1995; 679   ; 679   ; 679   ;       ;29            ;
21.10.1995; 675   ; 675   ; 675   ;       ;29            ;
22.10.1995; 677   ; 677   ; 677   ;       ;29            ;
23.10.1995; 682   ; 682   ; 682   ;       ;30            ;
24.10.1995; 683   ; 683   ; 683   ;       ;30            ;
25.10.1995; 684   ; 684   ; 684   ;       ;29            ;
26.10.1995; 679   ; 679   ; 679   ;       ;29            ;
27.10.1995; 675   ; 675   ; 675   ;       ;29            ;
28.10.1995; 668   ; 668   ; 668   ;       ;29            ;
29.10.1995; 662   ; 662   ; 662   ;       ;29            ;
30.10.1995; 657   ; 657   ; 657   ;       ;29            ;
31.10.1995; 648   ; 648   ; 648   ;       ;29            ;
01.11.1995; 643   ; 643   ; 643   ;       ;29            ;
02.11.1995; 635   ; 635   ; 635   ;       ;30            ;
03.11.1995; 630   ; 630   ; 630   ;       ;30            ;
04.11.1995; 625   ; 625   ; 625   ;       ;29            ;
05.11.1995; 620   ; 620   ; 620   ;       ;29            ;
06.11.1995; 615   ; 615   ; 615   ;       ;29            ;
07.11.1995; 610   ; 610   ; 610   ;       ;29            ;
08.11.1995; 604   ; 604   ; 604   ;       ;29            ;
09.11.1995; 593   ; 593   ; 593   ;       ; 9, 7, 2      ;
10.11.1995; 572   ; 572   ; 572   ;       ; 9, 2         ;
11.11.1995; 566   ; 566   ; 566   ;       ; 8, 2         ;
12.11.1995; 560   ; 560   ; 560   ;       ; 9, 2         ;
13.11.1995; 556   ; 556   ; 556   ;       ; 9, 2         ;
14.11.1995; 552   ; 552   ; 552   ;       ; 9, 2         ;
15.11.1995; 554   ; 554   ; 554   ;       ; 9, 2         ;
16.11.1995; 552   ; 552   ; 552   ;       ; 9, 2         ;
17.11.1995; 550   ; 550   ; 550   ;       ; 9, 2         ;
18.11.1995; 550   ; 550   ; 550   ;       ; 9, 2         ;
19.11.1995; 560   ; 560   ; 560   ;       ; 9, 2         ;
20.11.1995; 570   ; 570   ; 570   ;       ; 9, 2         ;
21.11.1995; 574   ; 574   ; 574   ;       ; 9, 2         ;
22.11.1995; 567   ; 567   ; 567   ;       ; 9, 2         ;
23.11.1995; 588   ; 588   ; 588   ;       ; 9,14,16,15, 2;
24.11.1995; 641   ; 641   ; 641   ;       ;14,16,15      ;
25.11.1995; 642   ; 642   ; 642   ;       ;14,16,15      ;
26.11.1995; 622   ; 622   ; 622   ;       ;14,16,15      ;
27.11.1995; 615   ; 615   ; 615   ;       ;14,16,15      ;
28.11.1995; 602   ; 602   ; 602   ;       ;14,16         ;
29.11.1995; 595   ; 595   ; 595   ;       ;14,16         ;
30.11.1995; 596   ; 596   ; 596   ;       ;14,16         ;
01.12.1995; 604   ; 604   ; 604   ;       ;14,16         ;
02.12.1995; 591   ; 591   ; 591   ;       ;14,16         ;
03.12.1995; 606   ; 606   ; 606   ;       ;14,16         ;
04.12.1995; 613   ; 613   ; 613   ;       ;14,16         ;
05.12.1995; 612   ; 612   ; 612   ;       ;14,16         ;
06.12.1995; 610   ; 610   ; 610   ;       ;14,16         ;
07.12.1995; 607   ; 607   ; 607   ;       ;14,16         ;
08.12.1995; 604   ; 604   ; 604   ;       ;14,16         ;
09.12.1995; 600   ; 600   ; 600   ;       ;14,16         ;
10.12.1995; 600   ; 600   ; 600   ;       ;14,16         ;
11.12.1995; 600   ; 600   ; 600   ;       ;14,16         ;
12.12.1995; 600   ; 600   ; 600   ;       ;14,16         ;
13.12.1995; 600   ; 600   ; 600   ;       ;14,16         ;
14.12.1995; 605   ; 605   ; 605   ;       ;14,16         ;
15.12.1995; 610   ; 610   ; 610   ;       ;14,16         ;
16.12.1995; 615   ; 615   ; 615   ;       ;14,16         ;
17.12.1995; 618   ; 618   ; 618   ;       ;14,16         ;
18.12.1995; 623   ; 623   ; 623   ;       ;14,16         ;
19.12.1995; 627   ; 627   ; 627   ;       ;14,16         ;
20.12.1995; 631   ; 631   ; 631   ;       ;14,16         ;
21.12.1995; 635   ; 635   ; 635   ;       ;14,16         ;
22.12.1995; 640   ; 640   ; 640   ;       ;14,16         ;
23.12.1995; 641   ; 641   ; 641   ;       ;14,16         ;
24.12.1995; 642   ; 642   ; 642   ;       ;14,16         ;
25.12.1995; 643   ; 643   ; 643   ;       ;14,16         ;
26.12.1995; 642   ; 642   ; 642   ;       ;14,16         ;
27.12.1995; 640   ; 640   ; 640   ;       ;14,16         ;
28.12.1995; 639   ; 639   ; 639   ;       ;14,16         ;
29.12.1995; 637   ; 637   ; 637   ;       ;14,16         ;
30.12.1995; 637   ; 637   ; 637   ;       ;14,16         ;
31.12.1995; 635   ; 635   ; 635   ;       ;14,16         ;
01.01.1996; 633   ; 633   ; 633   ;       ;14,16         ;
02.01.1996; 632   ; 632   ; 632   ;       ;14,16         ;
03.01.1996; 630   ; 630   ; 630   ;       ;14,16         ;
04.01.1996; 629   ; 629   ; 629   ;       ;14,16         ;
05.01.1996; 628   ; 628   ; 628   ;       ;14,16         ;
06.01.1996; 625   ; 625   ; 625   ;       ;14,16         ;
07.01.1996; 623   ; 623   ; 623   ;       ;14,16         ;
08.01.1996; 622   ; 622   ; 622   ;       ;14,16         ;
09.01.1996; 619   ; 619   ; 619   ;       ;14,16         ;
10.01.1996; 617   ; 617   ; 617   ;       ;16            ;
11.01.1996; 614   ; 614   ; 614   ;       ;16            ;
12.01.1996; 610   ; 610   ; 610   ;       ;16            ;
13.01.1996; 605   ; 605   ; 605   ;       ;16            ;
14.01.1996; 600   ; 600   ; 600   ;       ;16            ;
15.01.1996; 599   ; 599   ; 599   ;       ;16            ;
16.01.1996; 597   ; 597   ; 597   ;       ;16            ;
17.01.1996; 595   ; 595   ; 595   ;       ;16            ;
18.01.1996; 592   ; 592   ; 592   ;       ;16            ;
19.01.1996; 588   ; 588   ; 588   ;       ;16            ;
20.01.1996; 585   ; 585   ; 585   ;       ;16            ;
21.01.1996; 581   ; 581   ; 581   ;       ;16            ;
22.01.1996; 579   ; 579   ; 579   ;       ;16            ;
23.01.1996; 576   ; 576   ; 576   ;       ;16            ;
24.01.1996; 574   ; 574   ; 574   ;       ;16            ;
25.01.1996; 571   ; 571   ; 571   ;       ;16            ;
26.01.1996; 568   ; 568   ; 568   ;       ;16            ;
27.01.1996; 565   ; 565   ; 565   ;       ;16            ;
28.01.1996; 561   ; 561   ; 561   ;       ;16            ;
29.01.1996; 558   ; 558   ; 558   ;       ;16            ;
30.01.1996; 553   ; 553   ; 553   ;       ;16            ;
31.01.1996; 550   ; 550   ; 550   ;       ;16            ;
01.02.1996; 546   ; 546   ; 546   ;       ;16            ;
02.02.1996; 544   ; 544   ; 544   ;       ;16            ;
03.02.1996; 543   ; 543   ; 543   ;       ;16            ;
04.02.1996; 541   ; 541   ; 541   ;       ;16            ;
05.02.1996; 539   ; 539   ; 539   ;       ;16            ;
06.02.1996; 536   ; 536   ; 536   ;       ;16            ;
07.02.1996; 534   ; 534   ; 534   ;       ;16            ;
08.02.1996; 532   ; 532   ; 532   ;       ;16            ;
09.02.1996; 532   ; 532   ; 532   ;       ;16            ;
10.02.1996; 530   ; 530   ; 530   ;       ;16            ;
11.02.1996; 529   ; 529   ; 529   ;       ;16            ;
12.02.1996; 527   ; 527   ; 527   ;       ;16            ;
13.02.1996; 525   ; 525   ; 525   ;       ;16            ;
14.02.1996; 522   ; 522   ; 522   ;       ;16            ;
15.02.1996; 520   ; 520   ; 520   ;       ;16            ;
16.02.1996; 519   ; 519   ; 519   ;       ;16            ;
17.02.1996; 519   ; 519   ; 519   ;       ;16            ;
18.02.1996; 519   ; 519   ; 519   ;       ;16            ;
19.02.1996; 519   ; 519   ; 519   ;       ;16            ;
20.02.1996; 518   ; 518   ; 518   ;       ;16            ;
21.02.1996; 516   ; 516   ; 516   ;       ;16            ;
22.02.1996; 515   ; 515   ; 515   ;       ;16            ;
23.02.1996; 515   ; 515   ; 515   ;       ;16            ;
24.02.1996; 512   ; 512   ; 512   ;       ;16            ;
25.02.1996; 510   ; 510   ; 510   ;       ;16            ;
26.02.1996; 509   ; 509   ; 509   ;       ;16            ;
27.02.1996; 506   ; 506   ; 506   ;       ;16            ;
28.02.1996; 501   ; 501   ; 501   ;       ;16            ;
29.02.1996; 499   ; 499   ; 499   ;       ;16            ;
01.03.1996; 497   ; 497   ; 497   ;       ;16            ;
02.03.1996; 496   ; 496   ; 496   ;       ;16            ;
03.03.1996; 495   ; 495   ; 495   ;       ;16            ;
04.03.1996; 495   ; 495   ; 495   ;       ;16            ;
05.03.1996; 494   ; 494   ; 494   ;       ;16            ;
06.03.1996; 496   ; 496   ; 496   ;       ;16            ;
07.03.1996; 495   ; 495   ; 495   ;       ;16            ;
08.03.1996; 494   ; 494   ; 494   ;       ;16            ;
09.03.1996; 492   ; 492   ; 492   ;       ;16            ;
10.03.1996; 490   ; 490   ; 490   ;       ;16            ;
11.03.1996; 488   ; 488   ; 488   ;       ;16            ;
12.03.1996; 486   ; 486   ; 486   ;       ;16            ;
13.03.1996; 484   ; 484   ; 484   ;       ;16            ;
14.03.1996; 481   ; 481   ; 481   ;       ;16            ;
15.03.1996; 480   ; 480   ; 480   ;       ;16            ;
16.03.1996; 481   ; 481   ; 481   ;       ;16            ;
17.03.1996; 482   ; 482   ; 482   ;       ;16            ;
18.03.1996; 486   ; 486   ; 486   ;       ;16            ;
19.03.1996; 487   ; 487   ; 487   ;       ;16            ;
20.03.1996; 488   ; 488   ; 488   ;       ;16            ;
21.03.1996; 489   ; 489   ; 489   ;       ;16            ;
22.03.1996; 491   ; 491   ; 491   ;       ;16            ;
23.03.1996; 492   ; 492   ; 492   ;       ;16            ;
24.03.1996; 493   ; 493   ; 493   ;       ;16            ;
25.03.1996; 494   ; 494   ; 494   ;       ;16            ;
26.03.1996; 493   ; 493   ; 493   ;       ;16            ;
27.03.1996; 492   ; 492   ; 492   ;       ;16            ;
28.03.1996; 492   ; 492   ; 492   ;       ;16            ;
29.03.1996; 493   ; 493   ; 493   ;       ;16            ;
30.03.1996; 493   ; 493   ; 493   ;       ;16            ;
31.03.1996; 496   ; 496   ; 496   ;       ;16            ;
01.04.1996; 498   ; 498   ; 498   ;       ;15            ;
02.04.1996; 498   ; 498   ; 498   ;       ;15            ;
03.04.1996; 498   ; 498   ; 498   ;       ;15            ;
04.04.1996; 498   ; 498   ; 498   ;       ;15            ;
05.04.1996; 497   ; 497   ; 497   ;       ;15            ;
06.04.1996; 498   ; 498   ; 498   ;       ;15            ;
07.04.1996; 500   ; 500   ; 500   ;       ;15            ;
08.04.1996; 505   ; 505   ; 505   ;       ;15            ;
09.04.1996; 509   ; 509   ; 509   ;       ;15            ;
10.04.1996; 514   ; 514   ; 514   ;       ;15            ;
11.04.1996; 517   ; 517   ; 517   ;       ;15            ;
12.04.1996; 520   ; 520   ; 520   ;       ;15            ;
13.04.1996; 524   ; 524   ; 524   ;       ;15            ;
14.04.1996; 531   ; 531   ; 531   ;       ;15            ;
15.04.1996; 537   ; 537   ; 537   ;       ;23            ;
16.04.1996; 546   ; 546   ; 546   ;       ;23            ;
17.04.1996; 553   ; 553   ; 553   ;       ;23            ;
18.04.1996; 558   ; 558   ; 558   ;       ;23            ;
19.04.1996; 566   ; 566   ; 566   ;       ;23            ;
20.04.1996; 573   ; 573   ; 573   ;       ;23            ;
21.04.1996; 584   ; 584   ; 584   ;       ;23            ;
22.04.1996; 617   ; 601   ; 637   ;       ;23            ;
23.04.1996; 666   ; 651   ; 701   ;       ;23            ;
24.04.1996; 747   ; 725   ; 803   ;       ;26,25         ;
25.04.1996; 810   ; 801   ; 833   ;       ; 9, 8         ;
26.04.1996; 764   ; 764   ; 764   ;       ; 8            ;
27.04.1996; 735   ; 735   ; 735   ;       ; 8            ;
28.04.1996; 700   ; 700   ; 700   ;       ;29            ;
29.04.1996; 621   ; 621   ; 621   ;       ;29            ;
30.04.1996; 604   ; 604   ; 604   ;       ;29            ;
01.05.1996; 613   ; 613   ; 613   ;       ;29            ;
02.05.1996; 627   ; 627   ; 627   ;       ;29            ;
03.05.1996; 639   ; 639   ; 639   ;       ;29            ;
04.05.1996; 646   ; 646   ; 646   ;       ;29            ;
05.05.1996; 650   ; 650   ; 650   ;       ;29            ;
06.05.1996; 658   ; 658   ; 658   ;       ;29            ;
07.05.1996; 664   ; 664   ; 664   ;       ;29            ;
08.05.1996; 669   ; 669   ; 669   ;       ;29            ;
09.05.1996; 682   ; 682   ; 682   ;       ;29            ;
10.05.1996; 705   ; 705   ; 705   ;       ;29            ;
11.05.1996; 728   ; 728   ; 728   ;       ;29            ;
12.05.1996; 748   ; 748   ; 748   ;       ;29            ;
13.05.1996; 759   ; 759   ; 759   ;       ;29            ;
14.05.1996; 763   ; 763   ; 763   ;       ;29            ;
15.05.1996; 764   ; 764   ; 764   ;       ;29            ;
16.05.1996; 763   ; 763   ; 763   ;       ;30            ;
17.05.1996; 764   ; 764   ; 764   ;       ;29            ;
18.05.1996; 768   ; 768   ; 768   ;       ;29            ;
19.05.1996; 772   ; 772   ; 772   ;       ;29            ;
20.05.1996; 776   ; 776   ; 776   ;       ;29            ;
21.05.1996; 776   ; 776   ; 776   ;       ;29            ;
22.05.1996; 771   ; 771   ; 771   ;       ;29            ;
23.05.1996; 767   ; 767   ; 767   ;       ;29            ;
24.05.1996; 753   ; 753   ; 753   ;       ;29            ;
25.05.1996; 741   ; 741   ; 741   ;       ;29            ;
26.05.1996; 730   ; 730   ; 730   ;       ;29            ;
27.05.1996; 722   ; 722   ; 722   ;       ;29            ;
28.05.1996; 711   ; 711   ; 711   ;       ;29            ;
29.05.1996; 701   ; 701   ; 701   ;       ;29            ;
30.05.1996; 694   ; 694   ; 694   ;       ;29            ;
31.05.1996; 688   ; 688   ; 688   ;       ;29            ;
01.06.1996; 680   ; 680   ; 680   ;       ;29            ;
02.06.1996; 673   ; 673   ; 673   ;       ;29            ;
03.06.1996; 668   ; 668   ; 668   ;       ;29            ;
04.06.1996; 667   ; 667   ; 667   ;       ;30            ;
05.06.1996; 663   ; 663   ; 663   ;       ;29            ;
06.06.1996; 657   ; 657   ; 657   ;       ;29            ;
07.06.1996; 643   ; 643   ; 643   ;       ;29            ;
08.06.1996; 637   ; 637   ; 637   ;       ;29            ;
09.06.1996; 626   ; 626   ; 626   ;       ;29            ;
10.06.1996; 611   ; 611   ; 611   ;       ;29            ;
11.06.1996; 603   ; 603   ; 603   ;       ;29            ;
12.06.1996; 599   ; 599   ; 599   ;       ;29            ;
13.06.1996; 603   ; 603   ; 603   ;       ;29            ;
14.06.1996; 607   ; 607   ; 607   ;       ;29            ;
15.06.1996; 608   ; 608   ; 608   ;       ;29            ;
16.06.1996; 611   ; 611   ; 611   ;       ;29            ;
17.06.1996; 613   ; 613   ; 613   ;       ;29            ;
18.06.1996; 617   ; 617   ; 617   ;       ;29            ;
19.06.1996; 616   ; 616   ; 616   ;       ;29            ;
20.06.1996; 612   ; 612   ; 612   ;       ;29            ;
21.06.1996; 607   ; 607   ; 607   ;       ;29            ;
22.06.1996; 603   ; 603   ; 603   ;       ;29            ;
23.06.1996; 601   ; 601   ; 601   ;       ;29            ;
24.06.1996; 603   ; 603   ; 603   ;       ;30            ;
25.06.1996; 615   ; 615   ; 615   ;       ;29            ;
26.06.1996; 622   ; 622   ; 622   ;       ;29            ;
27.06.1996; 629   ; 629   ; 629   ;       ;29            ;
28.06.1996; 632   ; 632   ; 632   ;       ;29            ;
29.06.1996; 637   ; 637   ; 637   ;       ;29            ;
30.06.1996; 643   ; 643   ; 643   ;       ;29            ;
01.07.1996; 645   ; 645   ; 645   ;       ;29            ;
02.07.1996; 648   ; 648   ; 648   ;       ;29            ;
03.07.1996; 662   ; 662   ; 662   ;       ;29            ;
04.07.1996; 686   ; 686   ; 686   ;       ;29            ;
05.07.1996; 715   ; 715   ; 715   ;       ;29            ;
06.07.1996; 746   ; 746   ; 746   ;       ;29            ;
07.07.1996; 769   ; 769   ; 769   ;       ;29            ;
08.07.1996; 783   ; 783   ; 783   ;       ;30            ;
09.07.1996; 783   ; 783   ; 783   ;       ;29            ;
10.07.1996; 774   ; 774   ; 774   ;       ;29            ;
11.07.1996; 758   ; 758   ; 758   ;       ;29            ;
12.07.1996; 741   ; 741   ; 741   ;       ;29            ;
13.07.1996; 726   ; 726   ; 726   ;       ;29            ;
14.07.1996; 719   ; 719   ; 719   ;       ;29            ;
15.07.1996; 710   ; 710   ; 710   ;       ;29            ;
16.07.1996; 701   ; 701   ; 701   ;       ;29            ;
17.07.1996; 692   ; 692   ; 692   ;       ;29            ;
18.07.1996; 680   ; 680   ; 680   ;       ;29            ;
19.07.1996; 668   ; 668   ; 668   ;       ;29            ;
20.07.1996; 656   ; 656   ; 656   ;       ;29            ;
21.07.1996; 646   ; 646   ; 646   ;       ;29            ;
22.07.1996; 632   ; 632   ; 632   ;       ;29            ;
23.07.1996; 625   ; 625   ; 625   ;       ;29            ;
24.07.1996; 621   ; 621   ; 621   ;       ;29            ;
25.07.1996; 623   ; 623   ; 623   ;       ;29            ;
26.07.1996; 636   ; 636   ; 636   ;       ;29            ;
27.07.1996; 646   ; 646   ; 646   ;       ;29            ;
28.07.1996; 657   ; 657   ; 657   ;       ;29            ;
29.07.1996; 670   ; 670   ; 670   ;       ;29            ;
30.07.1996; 684   ; 684   ; 684   ;       ;29            ;
31.07.1996; 692   ; 692   ; 692   ;       ;29            ;
01.08.1996; 702   ; 702   ; 702   ;       ;29            ;
02.08.1996; 714   ; 714   ; 714   ;       ;29            ;
03.08.1996; 745   ; 745   ; 745   ;       ;29            ;
04.08.1996; 785   ; 785   ; 785   ;       ;29            ;
05.08.1996; 819   ; 819   ; 819   ;       ;29            ;
06.08.1996; 853   ; 853   ; 853   ;       ;29            ;
07.08.1996; 874   ; 874   ; 874   ;       ;29            ;
08.08.1996; 889   ; 889   ; 889   ;       ;29            ;
09.08.1996; 900   ; 900   ; 900   ;       ;29            ;
10.08.1996; 913   ; 913   ; 913   ;       ;29            ;
11.08.1996; 923   ; 923   ; 923   ;       ;29            ;
12.08.1996; 933   ; 933   ; 933   ;       ;29            ;
13.08.1996; 944   ; 944   ; 944   ;       ;29            ;
14.08.1996; 952   ; 952   ; 952   ;       ;29            ;
15.08.1996; 960   ; 960   ; 960   ;       ;29            ;
16.08.1996; 968   ; 968   ; 968   ;       ;29            ;
17.08.1996; 973   ; 973   ; 973   ;       ;29            ;
18.08.1996; 980   ; 980   ; 980   ;       ;29            ;
19.08.1996; 992   ; 992   ; 992   ;       ;29            ;
20.08.1996;1006   ;1006   ;1006   ;       ;29            ;
21.08.1996;1016   ;1016   ;1016   ;       ;29            ;
22.08.1996;1032   ;1032   ;1032   ;       ;30            ;
23.08.1996;1035   ;1035   ;1035   ;       ;29            ;
24.08.1996;1046   ;1046   ;1046   ;       ;29            ;
25.08.1996;1051   ;1051   ;1051   ;       ;29            ;
26.08.1996;1053   ;1053   ;1053   ;       ;29            ;
27.08.1996;1054   ;1054   ;1054   ;       ;29            ;
28.08.1996;1049   ;1049   ;1049   ;       ;29            ;
29.08.1996;1041   ;1041   ;1041   ;       ;29            ;
30.08.1996;1029   ;1029   ;1029   ;       ;29            ;
31.08.1996;1016   ;1016   ;1016   ;       ;29            ;
01.09.1996;1004   ;1004   ;1004   ;       ;29            ;
02.09.1996; 989   ; 989   ; 989   ;       ;29            ;
03.09.1996; 975   ; 975   ; 975   ;       ;29            ;
04.09.1996; 960   ; 960   ; 960   ;       ;29            ;
05.09.1996; 943   ; 943   ; 943   ;       ;29            ;
06.09.1996; 927   ; 927   ; 927   ;       ;29            ;
07.09.1996; 912   ; 912   ; 912   ;       ;29            ;
08.09.1996; 892   ; 892   ; 892   ;       ;29            ;
09.09.1996; 870   ; 870   ; 870   ;       ;30            ;
10.09.1996; 854   ; 854   ; 854   ;       ;29            ;
11.09.1996; 836   ; 836   ; 836   ;       ;30            ;
12.09.1996; 821   ; 821   ; 821   ;       ;29            ;
13.09.1996; 815   ; 815   ; 815   ;       ;29            ;
14.09.1996; 805   ; 805   ; 805   ;       ;29            ;
15.09.1996; 797   ; 797   ; 797   ;       ;29            ;
16.09.1996; 792   ; 792   ; 792   ;       ;30            ;
17.09.1996; 784   ; 784   ; 784   ;       ;29            ;
18.09.1996; 779   ; 779   ; 779   ;       ;29            ;
19.09.1996; 773   ; 773   ; 773   ;       ;29            ;
20.09.1996; 772   ; 772   ; 772   ;       ;29            ;
21.09.1996; 772   ; 772   ; 772   ;       ;29            ;
22.09.1996; 772   ; 772   ; 772   ;       ;29            ;
23.09.1996; 771   ; 771   ; 771   ;       ;29            ;
24.09.1996; 770   ; 770   ; 770   ;       ;29            ;
25.09.1996; 766   ; 766   ; 766   ;       ;29            ;
26.09.1996; 762   ; 762   ; 762   ;       ;29            ;
27.09.1996; 758   ; 758   ; 758   ;       ;29            ;
28.09.1996; 756   ; 756   ; 756   ;       ;29            ;
29.09.1996; 762   ; 762   ; 762   ;       ;29            ;
30.09.1996; 762   ; 762   ; 762   ;       ;29            ;
01.10.1996; 753   ; 753   ; 753   ;       ;29            ;
02.10.1996; 741   ; 741   ; 741   ;       ;29            ;
03.10.1996; 735   ; 735   ; 735   ;       ;29            ;
04.10.1996; 731   ; 731   ; 731   ;       ;29            ;
05.10.1996; 726   ; 726   ; 726   ;       ;29            ;
06.10.1996; 722   ; 722   ; 722   ;       ;29            ;
07.10.1996; 717   ; 717   ; 717   ;       ;30            ;
08.10.1996; 712   ; 712   ; 712   ;       ;30            ;
09.10.1996; 694   ; 694   ; 694   ;       ;29            ;
10.10.1996; 686   ; 686   ; 686   ;       ;29            ;
11.10.1996; 676   ; 676   ; 676   ;       ;29            ;
12.10.1996; 668   ; 668   ; 668   ;       ;29            ;
13.10.1996; 662   ; 662   ; 662   ;       ;29            ;
14.10.1996; 656   ; 656   ; 656   ;       ;29            ;
15.10.1996; 650   ; 650   ; 650   ;       ;29            ;
16.10.1996; 645   ; 645   ; 645   ;       ;29            ;
17.10.1996; 640   ; 640   ; 640   ;       ;29            ;
18.10.1996; 634   ; 634   ; 634   ;       ;29            ;
19.10.1996; 632   ; 632   ; 632   ;       ;29            ;
20.10.1996; 630   ; 630   ; 630   ;       ;29            ;
21.10.1996; 627   ; 627   ; 627   ;       ;29            ;
22.10.1996; 627   ; 627   ; 627   ;       ;29            ;
23.10.1996; 630   ; 630   ; 630   ;       ;29            ;
24.10.1996; 631   ; 631   ; 631   ;       ;29            ;
25.10.1996; 623   ; 623   ; 623   ;       ;29            ;
26.10.1996; 614   ; 614   ; 614   ;       ;29            ;
27.10.1996; 608   ; 608   ; 608   ;       ;29            ;
28.10.1996; 603   ; 603   ; 603   ;       ;29            ;
29.10.1996; 599   ; 599   ; 599   ;       ;30            ;
30.10.1996; 593   ; 593   ; 593   ;       ;30            ;
31.10.1996; 585   ; 585   ; 585   ;       ;30            ;
01.11.1996; 582   ; 582   ; 582   ;       ; 8, 2         ;
02.11.1996; 572   ; 572   ; 572   ;       ; 8, 2         ;
03.11.1996; 563   ; 563   ; 563   ;       ; 9, 2         ;
04.11.1996; 553   ; 553   ; 553   ;       ; 9, 2         ;
05.11.1996; 550   ; 550   ; 550   ;       ; 9, 7, 2      ;
06.11.1996; 550   ; 550   ; 550   ;       ; 9, 2         ;
07.11.1996; 546   ; 546   ; 546   ;       ; 9, 2         ;
08.11.1996; 552   ; 552   ; 552   ;       ; 9, 2         ;
09.11.1996; 541   ; 541   ; 541   ;       ; 9, 2         ;
10.11.1996; 533   ; 533   ; 533   ;       ; 9, 2         ;
11.11.1996; 541   ; 541   ; 541   ;       ; 9, 2         ;
12.11.1996; 520   ; 520   ; 520   ;       ;14,16,15      ;
13.11.1996; 493   ; 493   ; 493   ;       ;14,16,15      ;
14.11.1996; 514   ; 514   ; 514   ;       ;14,16,15      ;
15.11.1996; 564   ; 564   ; 564   ;       ;14,16         ;
16.11.1996; 566   ; 566   ; 566   ;       ;14,16         ;
17.11.1996; 567   ; 567   ; 567   ;       ;14,16         ;
18.11.1996; 575   ; 575   ; 575   ;       ;14,16         ;
19.11.1996; 576   ; 576   ; 576   ;       ;14,16         ;
20.11.1996; 581   ; 581   ; 581   ;       ;14,16         ;
21.11.1996; 589   ; 589   ; 589   ;       ;14,16         ;
22.11.1996; 590   ; 590   ; 590   ;       ;14,16         ;
23.11.1996; 583   ; 583   ; 583   ;       ;14,16         ;
24.11.1996; 577   ; 577   ; 577   ;       ;14,16         ;
25.11.1996; 577   ; 577   ; 577   ;       ;14,16         ;
26.11.1996; 578   ; 578   ; 578   ;       ;14,16         ;
27.11.1996; 579   ; 579   ; 579   ;       ;14,16         ;
28.11.1996; 580   ; 580   ; 580   ;       ;14,16         ;
29.11.1996; 581   ; 581   ; 581   ;       ;14,16         ;
30.11.1996; 585   ; 585   ; 585   ;       ;14,16         ;
01.12.1996; 588   ; 588   ; 588   ;       ;14,16         ;
02.12.1996; 592   ; 592   ; 592   ;       ;14,16         ;
03.12.1996; 597   ; 597   ; 597   ;       ;14,16         ;
04.12.1996; 601   ; 601   ; 601   ;       ;14,16         ;
05.12.1996; 605   ; 605   ; 605   ;       ;14,16         ;
06.12.1996; 608   ; 608   ; 608   ;       ;14,16         ;
07.12.1996; 610   ; 610   ; 610   ;       ;14,16         ;
08.12.1996; 611   ; 611   ; 611   ;       ;14,16         ;
09.12.1996; 611   ; 611   ; 611   ;       ;14,16         ;
10.12.1996; 612   ; 612   ; 612   ;       ;14,16         ;
11.12.1996; 613   ; 613   ; 613   ;       ;14,16         ;
12.12.1996; 613   ; 613   ; 613   ;       ;14,16         ;
13.12.1996; 614   ; 614   ; 614   ;       ;14,16         ;
14.12.1996; 615   ; 615   ; 615   ;       ;14,16         ;
15.12.1996; 614   ; 614   ; 614   ;       ;14,16         ;
16.12.1996; 615   ; 615   ; 615   ;       ;14,16         ;
17.12.1996; 614   ; 614   ; 614   ;       ;14,16         ;
18.12.1996; 613   ; 613   ; 613   ;       ;14,16         ;
19.12.1996; 612   ; 612   ; 612   ;       ;14,16         ;
20.12.1996; 611   ; 611   ; 611   ;       ;14,16         ;
21.12.1996; 608   ; 608   ; 608   ;       ;14,16         ;
22.12.1996; 607   ; 607   ; 607   ;       ;14,16         ;
23.12.1996; 606   ; 606   ; 606   ;       ;14,16         ;
24.12.1996; 607   ; 607   ; 607   ;       ;14,16         ;
25.12.1996; 608   ; 608   ; 608   ;       ;14,16         ;
26.12.1996; 609   ; 609   ; 609   ;       ;14,16         ;
27.12.1996; 609   ; 609   ; 609   ;       ;14,16         ;
28.12.1996; 608   ; 608   ; 608   ;       ;14,16         ;
29.12.1996; 608   ; 608   ; 608   ;       ;14,16         ;
30.12.1996; 605   ; 605   ; 605   ;       ;14,16         ;
31.12.1996; 602   ; 602   ; 602   ;       ;14,16         ;
